0.05164,0.20715,0.00576
0.06102,0.30974,-0.00941
0.07287,0.22742,0.00069
0.08899,0.20102,0.00856
0.08511,0.19662,0.00568
0.07746,0.18339,0.00789
0.07460,0.16305,0.01041
0.07719,0.20703,0.00169
0.07488,0.16649,0.00980
0.04857,0.09277,0.03455
0.06216,0.21423,0.00482
0.07883,0.27191,-0.00518
0.09011,0.15871,0.01305
0.08304,0.21119,0.00610
0.08464,0.18203,0.00742
0.08478,0.18190,0.00834
0.07881,0.25092,-0.00268
0.08254,0.18096,0.00745
0.08057,0.19761,0.00610
0.08170,0.13544,0.02008
0.04558,0.26289,-0.00333
0.05272,0.19246,0.00533
0.06397,0.20276,0.00524
0.05909,0.22430,0.00041
0.06420,0.27631,-0.00791
0.06498,0.26147,-0.00367
0.06658,0.23057,0.00131
0.06829,0.20441,0.00540
0.07835,0.22567,0.00010
0.07505,0.16989,0.01505
0.04879,0.26954,-0.00457
0.04493,0.21026,0.00327
0.06362,0.20913,0.00272
0.06676,0.20028,0.00408
0.06625,0.22951,0.00003
0.07080,0.21412,0.00374
0.06305,0.26067,-0.00590
0.06187,0.21179,0.00247
0.06671,0.21911,0.00271
0.07438,0.17273,0.01105
0.04950,0.29357,-0.01013
0.05021,0.18500,0.00721
0.06159,0.16852,0.00846
0.06120,0.18481,0.00737
0.06477,0.18463,0.00575
0.07297,0.14690,0.01005
0.07053,0.15982,0.01119
0.06806,0.21936,0.00186
0.07057,0.21949,0.00277
0.07052,0.23581,0.00115
0.04686,0.28490,-0.00779
0.05017,0.19869,0.00488
0.06464,0.18413,0.00746
0.06117,0.20843,0.00326
0.09806,0.14089,0.01619
0.06756,0.20168,0.00134
0.06927,0.18708,0.00570
0.06943,0.19195,0.00691
0.07189,0.21919,0.00406
0.06718,0.25746,-0.00423
0.04755,0.26854,-0.00701
0.04879,0.18486,0.00771
0.06909,0.18137,0.00676
0.06779,0.18920,0.00674
0.06642,0.16845,0.00868
0.07029,0.19937,0.00462
0.05925,0.17578,0.00988
0.06406,0.20751,0.00485
0.06823,0.19060,0.00967
0.06850,0.23159,0.00091
0.04935,0.26282,-0.00477
0.04481,0.18750,0.00656
0.06078,0.21854,-0.00023
0.05723,0.18814,0.00516
0.07146,0.14503,0.01514
0.07094,0.14047,0.01516
0.06880,0.16448,0.01255
0.07109,0.14628,0.01784
0.07976,0.20124,0.00520
0.07291,0.22622,0.01725
0.04206,0.30272,-0.01567
0.04941,0.23543,-0.00028
0.07475,0.20336,0.00519
0.06359,0.23967,-0.00310
0.07527,0.21436,-0.00174
0.07947,0.17393,0.00666
0.06215,0.23124,0.00002
0.07406,0.16596,0.01191
0.06147,0.19320,0.00857
0.06934,0.23882,0.02547
0.05238,0.22727,0.00073
0.06564,0.21881,0.00224
0.07364,0.21653,0.00220
0.06333,0.19941,0.00661
0.06505,0.22984,0.00261
0.06705,0.17202,0.02060
0.06630,0.21626,0.00039
0.07424,0.19045,0.00665
0.07535,0.17092,0.01239
0.07197,0.21952,-0.00138
