0.01211,0.28645,-0.00990
0.01590,0.31438,-0.02281
0.01385,0.32892,-0.01305
0.02232,0.24248,-0.00321
0.01946,0.28065,-0.01291
0.00000,0.25425,0.00446
0.02773,0.26390,-0.00838
0.00473,0.28654,-0.01452
0.00105,0.23687,0.00374
0.02817,0.17952,0.00522
0.00000,0.74487,1.32027
0.03419,0.30761,-0.01431
0.03755,0.37177,-0.01663
1.00000,1.00000,1.00000
0.03736,0.29015,-0.00738
0.03449,0.27128,-0.00618
0.04110,0.26691,-0.00766
0.01972,0.36399,-0.02796
0.00436,0.30835,-0.00539
0.03920,0.32854,-0.00707
0.03830,0.30001,-0.01951
0.03949,0.38507,-0.03697
0.01519,0.47835,-0.04587
0.04264,0.28568,-0.00851
0.03329,0.31279,-0.01370
0.03143,0.38770,-0.02835
0.04371,0.32462,-0.01756
0.03696,0.33684,-0.02016
0.02153,0.41581,-0.03119
0.06704,0.24921,0.01472
0.03424,0.30301,-0.01749
0.05390,0.27569,-0.00671
0.04133,0.34183,-0.01539
0.03958,0.28119,-0.00682
0.03178,0.36757,-0.02368
0.03404,0.33529,-0.01885
0.00033,0.41898,-0.01806
0.03561,0.36186,-0.02139
0.02917,0.38359,-0.02156
0.05453,0.28794,-0.00811
0.04343,0.27383,-0.01044
0.04382,0.36062,-0.02985
0.04482,0.31360,-0.01772
0.04698,0.30613,-0.01163
0.03591,0.33741,-0.02196
0.04234,0.34507,-0.01665
0.01658,0.39325,-0.01559
0.04494,0.32483,-0.01539
0.04541,0.35628,-0.02661
0.00000,0.57577,0.03764
0.02879,0.54857,0.12056
0.03833,0.35817,-0.02584
0.03735,0.29849,-0.00651
0.03237,0.38181,-0.00560
0.03132,0.34181,-0.02203
0.03314,0.35687,-0.02382
0.04364,0.34101,-0.01840
0.02831,0.47581,-0.05745
0.04203,0.40738,-0.03717
0.05429,0.23006,0.00818
0.09146,-0.73987,3.02579
0.04466,0.18089,0.01414
0.03209,0.22450,0.00398
0.03419,0.18975,0.01720
0.02831,0.26702,-0.01224
0.03086,0.24566,-0.00856
0.03964,0.22420,0.00312
0.03562,0.27134,-0.01666
0.03526,0.23759,0.00043
0.18601,-0.73948,1.55175
0.06111,0.19340,0.01498
0.06281,0.25925,-0.00275
0.04852,0.30663,-0.01376
0.05297,0.25282,-0.00062
0.04551,0.24401,0.00098
0.05087,0.25892,-0.00419
0.06528,0.24862,-0.00686
0.05048,0.36487,-0.02459
0.06202,0.28510,-0.01084
0.14407,-0.79418,2.57975
0.04569,0.26102,-0.00718
0.05484,0.35543,-0.02015
0.02561,0.45430,-0.04611
0.05050,0.28136,-0.00551
0.04883,0.33892,-0.01828
0.05305,0.22500,0.00797
0.07518,0.24204,0.00491
0.06512,0.34780,-0.02085
0.05718,0.27648,0.00252
0.06470,0.21227,0.01705
0.07773,0.08157,0.04113
0.06959,0.25139,0.00186
0.07129,0.24515,0.00777
0.06618,0.23686,-0.00104
0.05954,0.25996,-0.00125
0.06714,0.21919,0.00745
0.14804,-0.71555,1.95027
0.06333,0.17702,0.01968
0.07735,0.13097,0.03247
0.07565,0.17635,0.02119
