0.04735,0.19629,0.00982
0.04114,0.19989,0.00113
0.05283,0.19683,0.00175
0.04398,0.21660,0.00067
0.03728,0.21129,0.00013
0.03793,0.18905,0.00304
0.04426,0.17867,0.00484
0.03842,0.21071,-0.00129
0.0,0.0,0.0
0.04910,0.12820,0.02074
0.04835,0.27180,0.00314
0.05747,0.24358,0.00773
0.06216,0.25394,-0.00838
0.06491,0.21616,0.00105
0.06830,0.25866,0.00747
0.06958,0.18039,0.00709
0.07180,0.17822,0.00567
0.08327,0.22027,0.00260
0.08256,0.14231,0.02135
0.07273,0.20158,0.01965
0.09557,0.20513,0.00711
0.07143,0.20521,0.00527
0.08407,0.21392,0.00233
0.06935,0.23822,-0.00273
0.09073,0.25444,0.01321
0.09170,0.19244,0.00255
0.09614,0.14228,0.01752
0.09514,0.19273,0.00592
0.09793,0.16134,0.01510
0.09789,0.12527,0.03411
0.06922,0.26976,0.00904
0.08295,0.18759,0.01285
0.07973,0.20948,0.00632
0.07840,0.15778,0.01236
0.09363,0.26694,0.01181
0.09589,0.17692,0.00807
0.09329,0.16343,0.00790
0.09924,0.18443,0.00625
0.09252,0.18136,0.00988
0.09356,0.14074,0.02528
0.08439,0.19058,0.01273
0.08259,0.23579,-0.00004
0.09351,0.18779,0.00827
0.10201,0.18640,0.00931
0.10504,0.16977,0.01399
0.10773,0.14024,0.01921
0.13398,0.16515,0.01390
0.10687,0.21622,0.00315
0.09123,0.16333,0.01543
0.09720,0.09405,0.03611
0.08763,0.19774,0.01089
0.07875,0.25007,0.01436
0.08607,0.36749,-0.02489
0.09233,0.25591,-0.00161
0.10618,0.12855,0.02159
0.09624,0.21447,-0.00021
0.11191,0.13894,0.01683
0.09658,0.16154,0.01349
0.10280,0.15762,0.01656
0.10349,0.17104,0.01519
0.09599,0.16889,0.02298
0.08699,0.19356,0.01028
0.08582,0.18064,0.01157
0.10076,0.14839,0.01818
0.10164,0.11689,0.03151
0.10343,0.13537,0.02485
0.09877,0.19081,0.00863
0.10203,0.20331,0.00673
0.11460,0.09013,0.03524
0.10792,0.07574,0.04569
0.08599,0.18416,0.00960
0.08046,0.23432,0.00050
0.09336,0.21918,0.00322
0.09603,0.28533,-0.00449
0.10148,0.16060,0.01750
0.12063,0.04234,0.04567
0.09585,0.21721,0.00210
0.10140,0.15137,0.01657
0.09437,0.12279,0.02508
0.09802,0.05299,0.04971
0.08208,0.17842,0.01451
0.08425,0.19513,0.01297
0.10927,0.14727,0.02633
0.08850,0.25753,-0.00395
0.09525,0.18255,0.02084
0.10766,0.16035,0.01880
0.09848,0.16239,0.01754
0.09913,0.14451,0.02199
0.10091,0.12624,0.02551
0.10150,0.06731,0.04748
0.07511,0.14255,0.02832
0.08142,0.21150,0.01319
0.07812,0.18301,0.01708
0.09433,0.26642,-0.00572
0.09827,0.15730,0.02954
0.11487,0.17130,0.02333
0.09764,0.13792,0.02404
0.11940,0.05775,0.04864
0.09528,0.19085,0.01316
0.09448,0.20379,0.00374
