0.04443,0.24974,-0.00256
0.06681,0.23500,0.00383
0.07751,0.21573,0.00210
0.05122,0.21655,0.00040
0.07373,0.15816,0.01034
0.05144,0.16702,0.00691
0.04925,0.14665,0.01216
0.05269,0.14204,0.00830
0.08179,0.14794,0.01340
0.07937,0.06208,0.05065
0.04944,0.29363,-0.00862
0.05644,0.27223,-0.00444
0.05998,0.27695,-0.01067
0.05518,0.33674,-0.01716
0.06649,0.23382,-0.00262
0.07926,0.22861,-0.00136
0.09772,0.12771,0.02596
0.08664,0.18266,0.01021
0.06690,0.22970,0.00105
0.07609,0.24435,-0.00031
0.04303,0.21329,0.00843
0.04241,0.22912,-0.00076
0.06108,0.18067,0.01007
0.06366,0.21563,0.00226
0.06380,0.21355,0.00306
0.05945,0.22917,0.00160
0.06159,0.23905,-0.00065
0.06615,0.21831,0.00299
0.07252,0.23013,0.00340
0.07817,0.24026,0.00233
0.04515,0.20761,0.00553
0.04777,0.19168,0.00722
0.07499,0.15582,0.00939
0.06804,0.18557,0.00759
0.06809,0.19295,0.00632
0.06724,0.22191,0.00014
0.06196,0.23669,-0.00133
0.06215,0.25278,-0.00402
0.07027,0.20502,0.00638
0.07619,0.20719,0.00990
0.04454,0.21164,0.00551
0.04651,0.21119,0.00340
0.06689,0.13842,0.01641
0.07026,0.17888,0.00729
0.07102,0.14431,0.01203
0.07306,0.16171,0.01043
0.07132,0.14554,0.01354
0.06522,0.19223,0.00774
0.08254,0.20037,0.00678
0.07276,0.42732,0.16571
0.04596,0.23972,0.00197
0.05026,0.18620,0.00781
0.06656,0.15593,0.01284
0.06630,0.18449,0.00727
0.06921,0.15707,0.01158
0.07529,0.15600,0.01226
0.07058,0.17542,0.01074
0.07092,0.19874,0.00437
0.06110,0.20891,0.00435
0.08324,0.23241,0.00550
0.04958,0.22499,0.00484
0.04910,0.16518,0.01376
0.06862,0.17359,0.00851
0.07391,0.17271,0.00938
0.06806,0.18363,0.00644
0.06784,0.19103,0.00290
0.07083,0.17651,0.00959
0.06745,0.17988,0.00767
0.07424,0.22047,0.00380
0.07305,0.21085,0.00249
0.04271,0.19965,0.00885
0.04959,0.20127,0.00562
0.07116,0.17273,0.00933
0.07120,0.18363,0.00527
0.06521,0.16475,0.01429
0.06610,0.15668,0.01482
0.06869,0.16729,0.01173
0.07242,0.14905,0.01349
0.07851,0.16773,0.01575
0.06800,0.21134,0.00100
0.04671,0.20361,0.00381
0.04906,0.23929,-0.00114
0.08560,0.19555,0.00478
0.07700,0.23286,-0.00249
0.07827,0.20921,0.00173
0.07688,0.19522,0.00651
0.06587,0.23839,-0.00304
0.07421,0.16513,0.01445
0.07347,0.23071,0.00346
0.06686,0.19411,0.01236
0.05999,0.22285,0.00876
0.09663,0.36782,-0.01391
0.07459,0.28485,-0.00578
0.06563,0.21065,0.00335
0.08175,0.15773,0.01369
0.07791,0.15387,0.01956
0.08881,0.15638,0.01150
0.09263,0.10239,0.03291
0.08855,0.11277,0.02975
0.08745,0.11868,0.03057
